CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.81,6.81,3,6.98,6.98,2,6.87,6.87,4,7.30,7.30
2,8.99,15.80,3,9.11,16.09,1,8.72,15.59,4,9.04,16.34
2,8.72,24.52,3,8.57,24.66,1,8.86,24.45,4,8.63,24.97
1,8.99,33.51,3,8.97,33.63,2,9.15,33.60,4,8.91,33.88
1,9.38,42.881,3,9.42,43.047,2,9.40,43.000,4,9.25,43.122
