Laurie MARCEAU POSITION,Laurie MARCEAU LAP TIME,Laurie MARCEAU ELAPSED TIME,Mary GRACE POSITION,Mary GRACE LAP TIME,Mary GRACE ELAPSED TIME,Aarathy KASTURIRAJ POSITION,Aarathy KASTURIRAJ LAP TIME,Aarathy KASTURIRAJ ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
2,14.88,14.88,3,15.15,15.15,5,15.20,15.20,1,14.85,14.85,4,15.20,15.20
2,12.48,27.36,4,12.48,27.63,3,12.39,27.59,1,12.49,27.34,5,12.50,27.70
2,12.71,40.07,3,12.69,40.32,4,12.84,40.43,1,12.71,40.05,5,12.81,40.51
2,12.55,52.62,3,12.31,52.63,5,12.45,52.88,1,12.50,52.55,4,12.23,52.74
2,10.52,1:03.14,3,10.62,1:03.25,5,11.49,1:04.37,1,10.57,1:03.12,4,10.62,1:03.36
3,10.37,1:13.51,2,10.24,1:13.49,5,11.68,1:16.05,1,10.17,1:13.29,4,10.24,1:13.60
3,10.34,1:23.85,2,10.34,1:23.83,5,11.81,1:27.86,1,10.42,1:23.71,4,10.64,1:24.24
2,10.34,1:34.19,3,10.48,1:34.31,5,12.36,1:40.22,1,10.43,1:34.14,4,10.90,1:35.14
2,10.61,1:44.800,3,10.71,1:45.013,5,12.69,1:52.908,1,10.58,1:44.711,4,11.07,1:46.208
