SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,6.80,6.80,3,7.24,7.24,4,7.36,7.36,2,6.95,6.95
1,8.97,15.77,3,9.01,16.25,4,9.00,16.36,2,8.96,15.91
1,8.38,24.15,3,8.41,24.66,4,8.45,24.81,2,8.34,24.25
1,8.61,32.76,3,8.77,33.43,4,8.78,33.59,2,8.62,32.87
1,8.86,41.620,3,8.99,42.411,4,8.99,42.572,2,8.91,41.778
