Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME
4,13.346,13.346,3,13.316,13.316,2,13.134,13.134,1,12.786,12.786
4,10.256,23.602,3,10.156,23.472,2,10.270,23.403,1,10.472,23.258
3,9.877,33.478,4,10.052,33.523,1,9.530,32.933,2,9.918,33.176
3,9.534,43.012,4,9.550,43.073,2,9.797,42.730,1,9.409,42.585
4,9.832,52.844,3,9.763,52.835,1,9.855,52.584,2,10.035,52.619
3,9.371,1:02.214,2,9.283,1:02.118,1,9.354,1:01.938,4,9.649,1:02.267
3,9.549,1:11.763,4,9.747,1:11.864,1,9.473,1:11.410,2,9.408,1:11.675
4,9.530,1:21.293,2,9.369,1:21.233,1,9.632,1:21.041,3,9.568,1:21.242
4,9.98,1:31.270,3,10.01,1:31.239,1,9.76,1:30.792,2,9.75,1:30.992
