DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Anita NAGAY POSITION,Anita NAGAY LAP TIME,Anita NAGAY ELAPSED TIME,Teresa Moreno BALAGUER POSITION,Teresa Moreno BALAGUER LAP TIME,Teresa Moreno BALAGUER ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
1,7.50,7.50,3,8.08,8.08,2,7.93,7.93,5,8.50,8.50,4,8.24,8.24
1,9.87,17.37,3,10.02,18.10,2,10.02,17.95,5,11.09,19.59,4,9.88,18.12
1,9.55,26.92,4,9.75,27.85,3,9.62,27.57,5,10.85,30.44,2,9.42,27.54
1,9.51,36.43,4,10.01,37.86,3,9.93,37.50,5,11.01,41.45,2,9.34,36.88
1,9.63,46.06,4,10.24,48.10,3,10.37,47.87,5,11.31,52.76,2,9.61,46.49
