Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME
1,7.36,7.36,2,7.45,7.45,3,7.49,7.49,4,7.72,7.72
1,9.50,16.86,3,9.77,17.22,2,9.47,16.97,4,9.79,17.51
1,9.10,25.96,3,9.01,26.23,2,9.09,26.07,4,9.04,26.55
2,9.24,35.21,3,9.19,35.43,1,9.01,35.08,4,9.10,35.65
1,9.47,44.674,3,9.53,44.958,2,9.72,44.797,4,9.46,45.101
