Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
1,14.44,14.44,2,14.51,14.51,3,14.67,14.67,4,14.82,14.82
1,11.01,25.45,2,11.04,25.55,3,10.99,25.66,4,10.97,25.79
1,10.58,36.03,2,10.59,36.14,3,10.62,36.28,4,10.60,36.39
1,10.04,46.07,2,10.05,46.19,3,10.03,46.31,4,10.05,46.44
1,9.74,55.81,2,9.66,55.85,3,9.65,55.96,4,9.68,56.12
1,9.71,1:05.52,2,9.78,1:05.63,3,9.80,1:05.76,4,9.82,1:05.94
1,9.70,1:15.22,2,9.67,1:15.30,3,9.61,1:15.37,4,10.00,1:15.94
1,9.82,1:25.04,2,9.83,1:25.13,3,9.84,1:25.21,4,10.55,1:26.49
1,10.15,1:35.19,2,10.12,1:35.25,3,10.08,1:35.29,4,11.13,1:37.603
