Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
2,15.256,15.256,3,15.539,15.539,1,15.135,15.135
1,11.155,26.411,2,11.082,26.621,3,11.750,26.885
1,11.629,38.039,2,11.493,38.113,3,11.262,38.147
3,11.635,49.673,1,11.461,49.574,2,11.492,49.638
1,11.196,1:00.869,3,11.392,1:00.965,2,11.301,1:00.938
3,10.405,1:11.273,1,10.177,1:11.142,2,10.270,1:11.207
3,9.826,1:21.098,1,9.873,1:21.015,2,9.872,1:21.079
3,9.717,1:30.815,1,9.753,1:30.768,2,9.721,1:30.799
3,10.01,1:40.821,1,9.75,1:40.512,2,9.96,1:40.751
