Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
4,7.058,7.058,1,6.667,6.667,2,6.845,6.845,3,6.985,6.985
4,9.447,16.505,1,9.233,15.899,3,9.544,16.389,2,9.348,16.332
4,9.299,25.803,1,9.209,25.108,3,9.102,25.490,2,8.898,25.229
4,8.915,34.717,1,9.279,34.386,3,9.183,34.672,2,9.257,34.486
4,9.80,44.513,2,9.68,44.059,3,9.48,44.147,1,9.51,43.996
