START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
5,11.35,11.35,2,10.70,10.70,4,11.16,11.16,3,10.93,10.93,1,10.52,10.52,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,13.92,25.27,2,13.99,24.69,4,13.98,25.14,3,13.99,24.92,1,14.03,24.55,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,12.69,37.96,2,12.81,37.50,4,12.69,37.83,3,12.78,37.70,1,12.81,37.36,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,12.31,50.27,3,12.43,49.93,4,12.33,50.16,1,12.05,49.75,2,12.46,49.82,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,11.03,1:01.30,3,11.01,1:00.94,4,11.05,1:01.21,1,10.99,1:00.74,2,11.05,1:00.87,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,10.47,1:11.77,3,10.47,1:11.41,4,10.47,1:11.68,1,10.44,1:11.18,2,10.43,1:11.30,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,10.16,1:21.93,3,10.27,1:21.68,4,10.17,1:21.85,1,10.31,1:21.49,2,10.29,1:21.59,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
5,10.15,1:32.08,2,10.00,1:31.68,4,10.14,1:31.99,1,10.05,1:31.54,3,10.20,1:31.79,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
4,9.49,1:41.57,5,20.13,1:51.81,3,9.49,1:41.48,1,9.52,1:41.06,2,9.41,1:41.20,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
4,9.19,1:50.76,5,14.93,2:06.74,3,9.13,1:50.61,1,9.38,1:50.44,2,9.31,1:50.51,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
2,9.14,1:59.90,5,11.65,2:18.39,1,9.19,1:59.80,4,9.59,2:00.03,3,9.51,2:00.02,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
2,9.17,2:09.07,5,10.85,2:29.24,1,9.07,2:08.87,3,9.32,2:09.35,4,9.86,2:09.88,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
2,9.22,2:18.29,5,10.86,2:40.10,1,9.11,2:17.98,3,9.22,2:18.57,4,10.01,2:19.89,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
2,9.59,2:27.873,4,11.15,2:51.243,1,9.49,2:27.467,3,9.40,2:27.969,0,,PEN,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Preliminaries,12
