NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Casey MULLARKEY POSITION,Casey MULLARKEY LAP TIME,Casey MULLARKEY ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
4,14.18,14.18,3,14.06,14.06,2,13.85,13.85,1,13.54,13.54
4,10.07,24.25,3,10.05,24.11,2,10.17,24.02,1,10.31,23.85
4,10.38,34.63,3,10.37,34.48,2,10.32,34.34,1,10.34,34.19
4,10.18,44.81,3,10.20,44.68,2,10.25,44.59,1,10.30,44.49
4,10.07,54.88,3,10.11,54.79,1,9.99,54.58,2,10.11,54.60
4,9.27,1:04.15,1,9.10,1:03.89,2,9.33,1:03.91,3,9.49,1:04.09
3,9.11,1:13.26,1,9.18,1:13.07,2,9.18,1:13.09,4,9.23,1:13.32
3,9.05,1:22.31,2,9.16,1:22.23,1,9.02,1:22.11,4,9.21,1:22.53
2,9.13,1:31.434,3,9.44,1:31.665,1,9.10,1:31.207,4,9.26,1:31.784
