BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME
1,6.71,6.71,2,6.83,6.83,3,7.05,7.05,5,7.31,7.31,4,7.07,7.07
1,8.67,15.38,2,8.74,15.57,4,9.04,16.09,5,9.10,16.41,3,8.89,15.96
1,8.21,23.59,2,8.37,23.94,4,8.53,24.62,5,8.57,24.98,3,8.35,24.31
1,8.32,31.91,2,8.62,32.56,4,8.65,33.27,5,8.67,33.65,3,8.39,32.70
1,8.54,40.45,2,8.68,41.24,5,22.12,55.398,4,8.98,42.633,3,8.64,41.341
