Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Brigid FARRELL POSITION,Brigid FARRELL LAP TIME,Brigid FARRELL ELAPSED TIME
3,15.135,15.135,4,15.155,15.155,2,14.986,14.986,1,14.935,14.935
4,11.378,26.513,3,11.217,26.372,1,11.189,26.175,2,11.267,26.201
4,9.945,36.458,2,10.043,36.414,1,10.010,36.184,3,10.231,36.432
4,10.252,46.709,2,10.053,46.467,1,10.049,46.233,3,10.063,46.495
4,9.901,56.610,2,9.950,56.417,1,9.950,56.183,3,9.971,56.466
4,9.984,1:06.594,1,9.750,1:06.166,2,10.025,1:06.207,3,9.957,1:06.423
4,10.095,1:16.688,1,9.630,1:15.796,2,9.933,1:16.140,3,9.911,1:16.334
4,10.253,1:26.940,1,9.562,1:25.358,2,10.013,1:26.152,3,10.095,1:26.428
4,10.55,1:37.490,1,10.13,1:35.485,2,10.41,1:36.553,3,10.52,1:36.942
