Kuandyk SULEYMENOV POSITION,Kuandyk SULEYMENOV LAP TIME,Kuandyk SULEYMENOV ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME
4,13.39,13.39,1,13.03,13.03,5,14.06,14.06,2,13.14,13.14,3,13.26,13.26
3,9.69,23.08,1,9.85,22.88,5,10.93,24.99,2,9.82,22.96,4,9.88,23.14
4,9.64,32.72,1,9.41,32.29,5,10.77,35.76,2,9.39,32.35,3,9.33,32.47
4,9.10,41.82,1,9.24,41.53,5,10.84,46.60,2,9.25,41.60,3,9.23,41.70
4,9.07,50.89,1,9.01,50.54,5,11.23,57.83,2,9.06,50.66,3,9.04,50.74
4,9.05,59.94,1,8.87,59.41,5,12.46,1:10.29,2,8.87,59.53,3,8.98,59.72
4,9.24,1:09.18,1,8.90,1:08.31,5,12.31,1:22.60,2,8.90,1:08.43,3,9.15,1:08.87
4,9.62,1:18.80,1,9.00,1:17.31,5,12.64,1:35.24,2,9.01,1:17.44,3,9.47,1:18.34
4,9.99,1:28.790,1,9.12,1:26.423,5,13.02,1:48.253,2,9.22,1:26.652,3,9.61,1:27.950
