CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,YANG Yang POSITION,YANG Yang LAP TIME,YANG Yang ELAPSED TIME
1,7.15,7.15,3,7.62,7.62,2,7.34,7.34,4,7.92,7.92
1,9.13,16.28,3,9.39,17.01,2,9.26,16.60,4,9.37,17.29
1,8.72,25.00,3,8.72,25.73,2,8.83,25.43,4,8.70,25.99
1,8.82,33.82,3,8.83,34.56,2,8.92,34.35,4,8.74,34.73
1,9.00,42.803,3,8.95,43.499,2,9.13,43.464,4,8.89,43.604
