Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME
1,7.52,7.52,2,7.65,7.65,3,7.84,7.84
1,9.78,17.30,2,9.81,17.46,3,9.89,17.73
1,9.23,26.53,2,9.40,26.86,3,9.50,27.23
1,9.38,35.91,2,9.50,36.36,3,9.74,36.97
1,9.62,45.521,2,9.75,46.108,3,10.02,46.984
