JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Aleksandr KOVAL POSITION,Aleksandr KOVAL LAP TIME,Aleksandr KOVAL ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME
1,6.99,6.99,2,7.24,7.24,3,7.54,7.54,5,7.77,7.77,4,7.66,7.66
1,9.17,16.16,2,9.19,16.43,3,9.53,17.07,5,9.89,17.66,4,9.65,17.31
1,8.86,25.02,2,8.86,25.29,3,9.56,26.63,5,9.66,27.32,4,9.37,26.68
1,9.08,34.10,2,8.97,34.26,5,12.27,38.90,4,10.17,37.49,3,9.73,36.41
1,9.35,43.444,2,9.34,43.597,5,11.63,50.529,4,10.32,47.801,3,9.96,46.365
