Jakub APELTAUER POSITION,Jakub APELTAUER LAP TIME,Jakub APELTAUER ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
4,7.28,7.28,1,6.82,6.82,2,7.01,7.01,3,7.18,7.18,5,7.43,7.43
5,9.66,16.94,1,8.93,15.75,2,8.95,15.96,3,8.89,16.07,4,9.03,16.46
5,8.93,25.87,1,8.43,24.18,3,8.58,24.54,2,8.41,24.48,4,8.43,24.89
5,9.06,34.93,1,8.53,32.71,3,8.68,33.22,2,8.40,32.88,4,8.50,33.39
5,9.21,44.137,1,8.63,41.338,3,8.83,42.047,2,8.53,41.410,4,8.88,42.267
