Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME
1,6.81,6.81,2,6.93,,3,7.12,7.12,4,7.23,7.23
1,8.72,15.53,2,8.66,,3,8.69,15.81,4,8.71,15.94
1,8.22,23.75,2,8.23,,3,8.24,24.05,4,8.23,24.17
1,8.27,32.02,2,8.33,,3,8.22,32.27,4,8.31,32.48
1,8.50,40.500,4,27.93,,2,8.43,40.679,3,8.68,41.144
