Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
1,7.23,7.23,1,7.23,7.23,5,7.82,7.82,3,7.51,7.51,4,7.62,7.62,6,7.92,7.92
2,9.58,16.81,1,9.48,16.71,5,9.32,17.14,3,9.37,16.88,4,9.34,16.96,6,9.52,17.44
4,9.04,25.85,1,8.91,25.62,5,8.82,25.96,2,8.85,25.73,3,8.84,25.80,6,9.04,26.48
4,9.03,34.88,1,8.99,34.61,5,9.03,34.99,2,9.02,34.75,3,8.98,34.78,6,9.07,35.55
2,9.06,43.94,1,9.26,43.87,4,9.12,44.116,3,9.22,43.970,5,9.51,44.297,6,9.40,44.959
