Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
4,8.69,8.69,1,7.41,7.41,2,7.56,7.56,3,7.70,7.70
4,10.00,18.69,1,9.82,17.23,2,9.76,17.32,3,9.75,17.45
4,9.14,27.83,1,9.32,26.55,2,9.34,26.66,3,9.35,26.80
4,9.20,37.03,1,9.36,35.91,2,9.39,36.05,3,9.34,36.14
4,9.97,46.992,1,9.56,45.464,2,9.51,45.553,3,9.43,45.563
