WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Samuel BELANGER-MARCEAU POSITION,Samuel BELANGER-MARCEAU LAP TIME,Samuel BELANGER-MARCEAU ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
1,6.79,6.79,4,7.12,7.12,2,6.92,6.92,3,7.06,7.06
1,8.75,15.54,4,8.82,15.94,2,8.78,15.70,3,8.77,15.83
1,8.36,23.90,4,8.31,24.25,2,8.31,24.01,3,8.32,24.15
1,8.37,32.27,4,8.33,32.58,2,8.37,32.38,3,8.42,32.57
1,8.61,40.878,0,,notime,2,8.58,40.958,0,,notime
