Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
1,12.80,12.80,3,13.15,13.15,2,12.94,12.94,4,13.43,13.43
1,9.58,22.38,3,9.54,22.69,2,9.60,22.54,4,9.53,22.96
1,9.51,31.89,3,9.50,32.19,2,9.52,32.06,4,9.45,32.41
1,9.49,41.38,3,9.50,41.69,2,9.50,41.56,4,9.40,41.81
1,9.61,50.99,3,9.60,51.29,2,9.60,51.16,4,9.62,51.43
1,9.83,1:00.82,3,9.71,1:01.00,2,9.73,1:00.89,4,9.80,1:01.23
3,9.96,1:10.78,2,9.77,1:10.77,1,9.69,1:10.58,4,9.96,1:11.19
3,9.99,1:20.77,2,9.49,1:20.26,1,9.56,1:20.14,4,10.22,1:21.41
3,10.33,1:31.093,2,9.43,1:29.688,1,9.44,1:29.578,4,10.58,1:31.990
