Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME
2,6.642,6.642,3,6.861,6.861,4,7.044,7.044,1,6.558,6.558
1,9.180,15.822,3,9.010,15.871,4,9.189,16.233,2,9.285,15.842
3,9.270,25.092,2,8.953,24.823,1,8.582,24.815,4,30.047,45.888
3,9.107,34.199,1,8.773,33.596,2,8.955,33.769,4,10.044,55.932
3,9.54,43.735,1,9.32,42.913,2,9.38,43.147,4,0.47,56.401
