Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME
1,7.41,7.41,2,7.66,7.66,3,7.76,7.76,4,8.02,8.02
1,9.50,16.91,2,9.47,17.13,3,9.47,17.23,4,9.42,17.44
1,8.95,25.86,2,8.88,26.01,3,8.94,26.17,4,8.89,26.33
1,9.16,35.02,2,9.13,35.14,3,9.11,35.28,4,9.07,35.40
1,9.42,44.44,2,9.38,44.52,3,9.40,44.689,4,9.34,44.740
