Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,12.62,12.62,3,12.76,12.76,2,12.74,12.74,4,12.83,12.83
1,9.96,22.58,2,9.90,22.66,4,10.17,22.91,3,10.01,22.84
1,9.66,32.24,2,9.65,32.31,3,9.54,32.45,4,9.61,32.45
1,9.45,41.69,3,9.62,41.93,2,9.45,41.90,4,9.62,42.07
1,9.45,51.14,3,9.40,51.33,2,9.34,51.24,4,9.38,51.45
1,9.17,1:00.31,3,9.15,1:00.48,2,9.18,1:00.42,4,9.19,1:00.64
1,9.44,1:09.75,3,9.46,1:09.94,2,9.42,1:09.84,4,9.46,1:10.10
1,9.26,1:19.01,3,9.27,1:19.21,2,9.25,1:19.09,4,9.35,1:19.45
1,9.69,1:28.700,3,9.69,1:28.894,2,9.70,1:28.781,4,9.82,1:29.270
