LU Xiucheng POSITION,LU Xiucheng LAP TIME,LU Xiucheng ELAPSED TIME,Tamas FARKAS POSITION,Tamas FARKAS LAP TIME,Tamas FARKAS ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME
1,13.80,13.80,3,14.21,14.21,2,13.95,13.95
1,10.23,24.03,3,10.00,24.21,2,10.21,24.16
1,9.99,34.02,3,10.03,34.24,2,9.94,34.10
1,10.13,44.15,3,10.09,44.33,2,10.10,44.20
1,9.79,53.94,3,9.96,54.29,2,9.81,54.01
1,9.56,1:03.50,3,9.52,1:03.81,2,9.55,1:03.56
1,9.68,1:13.18,3,9.54,1:13.35,2,9.68,1:13.24
1,9.53,1:22.71,3,23.22,1:36.57,2,10.05,1:23.29
1,10.12,1:32.822,3,19.29,1:55.852,2,10.40,1:33.689
