Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Alex IZYKOWSKI POSITION,Alex IZYKOWSKI LAP TIME,Alex IZYKOWSKI ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME
2,6.834,6.834,4,6.974,6.974,3,6.961,6.961,1,6.456,6.456
1,9.123,15.957,4,18.445,25.419,3,9.506,16.466,2,9.885,16.341
2,8.904,24.860,4,19.259,44.678,1,8.188,24.654,3,8.921,25.262
1,8.698,33.558,4,12.832,57.510,2,8.958,33.611,3,8.810,34.072
1,8.93,42.482,4,11.98,1:09.485,2,9.39,42.992,3,9.60,43.666
