M.A.I. BIN MOHAMAD FADZLI POSITION,M.A.I. BIN MOHAMAD FADZLI LAP TIME,M.A.I. BIN MOHAMAD FADZLI ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,Mykyta KHOCHYN POSITION,Mykyta KHOCHYN LAP TIME,Mykyta KHOCHYN ELAPSED TIME
5,8.01,8.01,2,7.16,7.16,1,6.90,6.90,3,7.58,7.58,4,7.68,7.68
5,10.52,18.53,2,9.43,16.59,1,9.37,16.27,4,10.23,17.81,3,10.01,17.69
5,10.27,28.80,2,9.01,25.60,1,9.05,25.32,4,9.81,27.62,3,9.72,27.41
5,10.48,39.28,2,9.38,34.98,1,9.15,34.47,4,10.09,37.71,3,9.87,37.28
5,11.03,50.31,2,9.84,44.82,1,9.43,43.90,4,10.74,48.45,3,10.28,47.56
