Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Mukerrem DENIZ POSITION,Mukerrem DENIZ LAP TIME,Mukerrem DENIZ ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
3,12.99,12.99,5,13.26,13.26,4,13.12,13.12,1,12.78,12.78,2,12.88,12.88
4,10.28,23.27,5,10.11,23.37,3,10.07,23.19,1,10.25,23.03,2,10.20,23.08
4,9.99,33.26,5,10.12,33.49,3,9.97,33.16,1,9.96,32.99,2,9.98,33.06
4,9.68,42.94,5,9.71,43.20,3,9.69,42.85,1,9.67,42.66,2,9.67,42.73
4,9.44,52.38,5,9.60,52.80,3,9.43,52.28,1,9.41,52.07,2,9.41,52.14
3,9.27,1:01.65,5,10.04,1:02.84,4,9.43,1:01.71,1,9.28,1:01.35,2,9.30,1:01.44
3,9.06,1:10.71,5,10.74,1:13.58,4,9.62,1:11.33,2,9.10,1:10.45,1,8.96,1:10.40
3,9.32,1:20.03,5,11.31,1:24.89,4,9.79,1:21.12,2,9.15,1:19.60,1,8.77,1:19.17
3,9.71,1:29.747,5,11.78,1:36.672,4,10.30,1:31.424,2,9.20,1:28.80,1,8.90,1:28.07
