John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.85,6.85,2,6.96,6.96,3,7.07,7.07,4,7.28,7.28
1,8.84,15.69,2,8.83,15.79,3,8.83,15.90,4,8.74,16.02
1,8.43,24.12,2,8.43,24.22,3,8.42,24.32,4,8.43,24.45
1,8.48,32.60,2,8.46,32.68,3,8.39,32.71,4,8.41,32.86
1,8.70,41.293,2,8.73,41.407,4,9.39,42.091,3,8.66,41.518
