Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME
4,7.98,7.98,2,7.00,7.00,3,7.57,7.57,1,6.99,6.99
4,10.07,18.05,2,9.39,16.39,3,9.06,16.64,1,9.26,16.26
4,8.95,27.01,1,8.83,25.23,3,8.70,25.34,2,8.98,25.25
4,9.28,36.30,1,9.03,34.27,2,8.96,34.30,3,9.10,34.35
4,9.63,45.922,3,9.39,43.660,2,9.30,43.594,1,9.14,43.484
