DALRYMPLE Georgie POSITION,DALRYMPLE Georgie LAP TIME,DALRYMPLE Georgie ELAPSED TIME,BOUDRIAS Megan POSITION,BOUDRIAS Megan LAP TIME,BOUDRIAS Megan ELAPSED TIME,Hanna SOKOLOWSKA POSITION,Hanna SOKOLOWSKA LAP TIME,Hanna SOKOLOWSKA ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,SOMOGYI Barbara POSITION,SOMOGYI Barbara LAP TIME,SOMOGYI Barbara ELAPSED TIME
1,12.35,12.35,2,12.60,12.60,4,13.08,13.08,3,12.68,12.68,5,13.18,13.18
1,9.48,21.83,2,9.35,21.95,5,9.34,22.42,3,9.31,21.99,4,9.16,22.34
2,9.54,31.37,3,9.51,31.46,5,9.33,31.75,1,9.30,31.29,4,9.29,31.63
2,9.83,41.20,3,9.85,41.31,5,9.79,41.54,1,9.84,41.13,4,9.80,41.43
2,10.02,51.22,3,10.05,51.36,5,10.07,51.61,1,10.08,51.21,4,10.05,51.48
1,9.69,1:00.91,3,9.75,1:01.11,5,9.87,1:01.48,2,9.80,1:01.01,4,9.76,1:01.24
1,9.68,1:10.59,3,9.69,1:10.80,5,9.87,1:11.35,2,9.70,1:10.71,4,9.67,1:10.91
1,9.54,1:20.13,3,9.57,1:20.37,5,10.07,1:21.42,2,9.55,1:20.26,4,9.62,1:20.53
1,9.53,1:29.66,3,9.55,1:29.92,5,10.19,1:31.612,2,9.58,1:29.84,4,9.64,1:30.171
