HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
1,14.15,14.15,2,14.26,14.26,3,14.36,14.36,4,14.51,14.51
1,11.55,25.70,3,11.54,25.80,2,11.39,25.75,4,11.46,25.97
2,10.70,36.40,3,10.70,36.50,1,10.56,36.31,4,10.64,36.61
2,10.54,46.94,3,10.58,47.08,1,10.53,46.84,4,10.58,47.19
1,9.63,56.57,3,9.72,56.80,2,9.86,56.70,4,9.72,56.91
1,9.09,1:05.66,3,9.06,1:05.86,2,9.07,1:05.77,4,9.08,1:05.99
1,8.88,1:14.54,3,8.90,1:14.76,2,8.89,1:14.66,4,8.87,1:14.86
1,8.86,1:23.40,3,8.84,1:23.60,2,8.86,1:23.52,4,8.84,1:23.70
1,8.91,1:32.309,2,8.82,1:32.420,3,9.14,1:32.657,4,9.03,1:32.726
