GONG Li POSITION,GONG Li LAP TIME,GONG Li ELAPSED TIME,SEO Whi Min POSITION,SEO Whi Min LAP TIME,SEO Whi Min ELAPSED TIME,HAN Soo Lim POSITION,HAN Soo Lim LAP TIME,HAN Soo Lim ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME
3,13.51,13.51,1,13.12,13.12,4,13.56,13.56,2,13.29,13.29,5,13.72,13.72
4,9.66,23.17,1,9.79,22.91,3,9.51,23.07,2,9.69,22.98,5,9.57,23.29
4,9.47,32.64,1,9.49,32.40,3,9.48,32.55,2,9.53,32.51,5,9.47,32.76
4,9.38,42.02,1,9.28,41.68,2,9.23,41.78,3,9.39,41.90,5,9.37,42.13
4,9.32,51.34,1,9.34,51.02,2,9.33,51.11,3,9.33,51.23,5,9.31,51.44
4,9.34,1:00.68,1,9.35,1:00.37,2,9.35,1:00.46,3,9.34,1:00.57,5,9.33,1:00.77
4,9.35,1:10.03,1,9.36,1:09.73,2,9.35,1:09.81,3,9.35,1:09.92,5,9.43,1:10.20
4,9.43,1:19.46,1,9.41,1:19.14,2,9.43,1:19.24,3,9.45,1:19.37,5,9.58,1:19.78
4,9.58,1:29.04,1,9.62,1:28.76,2,9.59,1:28.83,3,9.55,1:28.92,5,10.09,1:29.847
