Natallia TSAULIKA POSITION,Natallia TSAULIKA LAP TIME,Natallia TSAULIKA ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
1,15.16,15.16,2,15.28,15.28,4,15.52,15.52,3,15.39,15.39
1,11.66,26.82,2,11.62,26.90,4,11.61,27.13,3,11.64,27.03
1,11.60,38.42,2,11.61,38.51,4,11.56,38.69,3,11.59,38.62
3,11.58,50.00,1,11.33,49.84,4,11.37,50.06,2,11.37,49.99
2,10.39,1:00.39,1,10.39,1:00.23,3,10.42,1:00.48,4,10.76,1:00.75
3,10.27,1:10.66,1,10.15,1:10.38,2,10.15,1:10.63,4,10.35,1:11.10
3,10.89,1:21.55,1,10.24,1:20.62,2,10.31,1:20.94,4,10.81,1:21.91
3,11.15,1:32.70,1,10.50,1:31.12,2,10.30,1:31.24,4,11.03,1:32.94
3,11.36,1:44.056,1,10.67,1:41.790,2,10.72,1:41.956,4,11.17,1:44.107
