MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME
2,7.32,7.32,1,7.19,7.19,3,7.44,7.44,4,7.68,7.68,5,7.87,7.87
2,9.36,16.68,1,9.39,16.58,3,9.32,16.76,4,9.34,17.02,5,9.81,17.68
2,8.77,25.45,1,8.80,25.38,3,8.81,25.57,4,8.80,25.82,5,9.44,27.12
3,8.98,34.43,1,8.88,34.26,2,8.76,34.33,4,8.90,34.72,5,9.69,36.81
0,9.04,43.47,1,9.13,43.39,0,9.15,43.48,4,9.09,43.81,5,10.01,46.82
