Artem DERKACH POSITION,Artem DERKACH LAP TIME,Artem DERKACH ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,LIN Xian-You POSITION,LIN Xian-You LAP TIME,LIN Xian-You ELAPSED TIME,Denali BLUNDEN POSITION,Denali BLUNDEN LAP TIME,Denali BLUNDEN ELAPSED TIME
2,12.80,12.80,1,12.71,12.71,3,12.90,12.90,4,12.93,12.93,5,13.00,13.00
3,9.52,22.32,1,9.45,22.16,2,9.36,22.26,4,9.47,22.40,5,9.59,22.59
2,9.28,31.60,1,9.31,31.47,4,9.54,31.80,3,9.31,31.71,5,9.38,31.97
2,9.36,40.96,1,9.36,40.83,3,9.25,41.05,4,9.48,41.19,5,9.40,41.37
2,9.30,50.26,1,9.30,50.13,3,9.30,50.35,4,9.50,50.69,5,9.34,50.71
2,9.20,59.46,1,9.20,59.33,3,9.21,59.56,5,9.60,1:00.29,4,9.45,1:00.16
2,9.17,1:08.63,1,9.15,1:08.48,3,9.13,1:08.69,5,9.53,1:09.82,4,9.45,1:09.61
2,9.23,1:17.86,1,9.12,1:17.60,3,9.28,1:17.97,5,9.72,1:19.54,4,9.66,1:19.27
2,9.25,1:27.094,1,9.37,1:26.963,3,9.43,1:27.381,5,10.37,1:29.903,4,9.86,1:29.113
