Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,OH Se-Jong POSITION,OH Se-Jong LAP TIME,OH Se-Jong ELAPSED TIME
2,7.315,7.315,1,7.131,7.131,4,7.965,7.965,3,7.708,7.708
2,9.148,16.463,1,8.794,15.925,4,9.636,17.601,3,9.190,16.897
2,9.243,25.706,1,8.716,24.640,4,9.417,27.017,3,9.056,25.952
3,9.353,35.059,1,9.111,33.751,4,9.302,36.318,2,9.082,35.034
3,9.40,44.451,1,8.82,42.565,4,8.98,45.290,2,9.07,44.103
