Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,7.04,7.04,2,7.20,7.20,3,7.35,7.35,4,7.45,7.45
1,9.16,16.20,2,9.16,16.36,3,9.10,16.45,4,20.11,27.56
1,8.59,24.79,2,8.61,24.97,3,8.56,25.01,4,13.77,41.33
1,8.65,33.44,3,8.88,33.85,2,8.71,33.72,4,11.57,52.90
1,8.86,42.295,3,8.91,42.759,2,9.02,42.740,4,11.01,1:03.903
