Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
3,6.830,6.830,2,6.756,6.756,4,6.902,6.902,1,6.682,6.682
3,9.040,15.870,1,9.012,15.767,4,9.116,16.018,2,9.098,15.780
2,8.677,24.546,3,8.807,24.574,1,8.509,24.526,4,9.017,24.796
3,8.921,33.467,1,8.795,33.369,2,8.936,33.462,4,8.826,33.621
2,9.39,42.857,1,9.41,42.773,3,9.41,42.863,4,9.36,42.979
