Federico CHAVES POSITION,Federico CHAVES LAP TIME,Federico CHAVES ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME
5,13.50,13.50,3,13.30,13.30,2,13.16,13.16,1,13.16,13.16,4,13.31,13.31
4,10.16,23.66,2,9.73,23.03,1,9.77,22.93,3,10.04,23.20,5,10.36,23.67
5,9.86,33.52,3,9.89,32.92,2,9.90,32.83,1,9.43,32.63,4,9.35,33.02
5,9.85,43.37,3,9.41,42.33,2,9.42,42.25,1,9.60,42.23,4,9.46,42.48
5,10.16,53.53,3,9.18,51.51,1,9.05,51.30,2,9.16,51.39,4,9.12,51.60
5,10.75,1:04.28,3,9.13,1:00.64,2,9.18,1:00.48,1,9.09,1:00.48,4,9.13,1:00.73
5,11.56,1:15.84,3,9.16,1:09.80,2,9.15,1:09.63,1,9.06,1:09.54,4,9.20,1:09.93
5,12.80,1:28.64,3,9.26,1:19.06,1,9.09,1:18.72,2,9.31,1:18.85,4,9.39,1:19.32
5,12.02,1:40.652,3,9.42,1:28.472,1,9.30,1:28.011,2,9.29,1:28.137,4,10.07,1:29.386
