WANG Yichao POSITION,WANG Yichao LAP TIME,WANG Yichao ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,LEE Suyoun POSITION,LEE Suyoun LAP TIME,LEE Suyoun ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME
1,13.72,13.72,3,14.40,,4,14.58,14.58,2,13.89,13.89
1,10.69,24.41,3,10.83,,4,10.75,25.33,2,10.75,24.64
1,10.82,35.23,3,10.57,,4,10.64,35.97,2,10.82,35.46
1,10.61,45.84,3,10.37,,4,10.35,46.32,2,10.51,45.97
1,10.16,56.00,3,10.10,,4,10.14,56.46,2,10.15,56.12
1,9.96,1:05.96,1,9.69,,4,9.62,1:06.08,3,9.86,1:05.98
3,9.87,1:15.83,4,23.72,,2,9.72,1:15.80,1,9.49,1:15.47
2,9.60,1:25.43,4,21.06,,3,9.74,1:25.54,1,9.48,1:24.95
2,9.70,1:35.120,4,14.04,,3,9.77,1:35.296,1,9.62,1:34.564
