HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
1,6.99,6.99,2,7.07,7.07,3,7.26,7.26,4,7.32,7.32,5,7.41,7.41
1,9.12,16.11,2,9.14,16.21,3,9.13,16.39,4,9.12,16.44,5,9.28,16.69
1,8.80,24.91,2,8.78,24.99,4,8.79,25.18,3,8.65,25.09,5,9.10,25.79
1,8.83,33.74,2,8.81,33.80,3,8.80,33.98,3,8.89,33.98,5,9.11,34.90
1,9.02,42.752,2,9.11,42.901,3,9.05,43.027,5,45.52,1:19.457,4,9.52,44.416
