KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Rina YAMANA POSITION,Rina YAMANA LAP TIME,Rina YAMANA ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME
1,14.83,14.83,2,14.95,,3,15.09,15.09,4,15.25,15.25
1,12.10,26.93,2,12.10,,3,12.06,27.15,4,11.99,27.24
1,11.80,38.73,2,11.82,,3,11.85,39.00,4,11.87,39.11
1,10.91,49.64,2,10.88,,3,10.82,49.82,4,10.85,49.96
1,9.89,59.53,3,9.92,,2,9.82,59.64,4,9.91,59.87
1,9.50,1:09.03,3,9.46,,2,9.45,1:09.09,4,9.47,1:09.34
1,9.25,1:18.28,3,9.36,,2,9.28,1:18.37,4,9.43,1:18.77
1,9.25,1:27.53,3,9.23,,2,9.26,1:27.63,4,9.76,1:28.53
1,9.51,1:37.04,2,9.72,,4,28.85,1:56.48,3,10.32,1:38.85
