Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Philip BROJAKA POSITION,Philip BROJAKA LAP TIME,Philip BROJAKA ELAPSED TIME
4,14.260,14.260,1,13.462,13.462,2,13.838,13.838,3,13.897,13.897
4,10.824,25.083,3,11.286,24.747,2,10.887,24.725,1,10.789,24.685
3,10.234,35.316,2,10.329,35.075,4,10.672,35.396,1,10.161,34.846
4,9.745,45.061,1,9.406,44.480,2,9.144,44.540,3,9.699,44.544
4,10.383,55.444,3,10.340,54.819,1,9.530,54.070,2,9.542,54.085
4,10.382,1:05.825,1,8.525,1:03.344,3,9.398,1:03.468,2,9.368,1:03.453
4,11.989,1:17.814,3,9.799,1:13.142,2,9.609,1:13.076,1,9.558,1:13.010
4,11.949,1:29.762,2,9.583,1:22.725,1,9.466,1:22.541,3,9.731,1:22.741
4,12.54,1:42.294,3,10.92,1:33.642,1,9.84,1:32.372,2,10.46,1:33.201
