Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Benjamin MACE POSITION,Benjamin MACE LAP TIME,Benjamin MACE ELAPSED TIME
1,7.00,7.00,4,7.23,7.23,2,7.03,7.03,3,7.12,7.12
1,9.49,16.49,4,9.66,16.90,2,9.47,16.50,3,9.72,16.85
1,8.92,25.42,4,8.94,25.84,2,8.93,25.43,3,8.76,25.62
1,8.95,34.37,4,9.02,34.86,2,8.96,34.40,3,8.91,34.53
1,9.31,43.677,4,9.43,44.287,2,9.38,43.771,3,9.33,43.858
