Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME
1,7.48,7.48,2,7.64,7.64,3,7.66,7.66,4,7.89,7.89
1,9.72,17.20,2,9.67,17.31,3,9.75,17.41,4,9.75,17.64
1,9.06,26.26,3,9.37,26.68,2,9.25,26.66,4,9.18,26.82
1,9.19,35.45,3,9.33,36.01,2,9.21,35.87,4,9.34,36.16
1,9.35,44.800,3,9.24,45.248,2,9.27,45.140,4,9.50,45.652
