GUO Wei POSITION,GUO Wei LAP TIME,GUO Wei ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
2,13.860,13.860,1,13.637,13.637,4,14.066,14.066,3,13.947,13.947
2,10.657,24.516,1,10.711,24.347,4,10.642,24.708,3,10.718,24.664
3,10.370,34.885,2,10.517,34.864,4,10.346,35.054,1,10.194,34.858
3,9.921,44.805,2,9.935,44.799,4,9.965,45.018,1,9.871,44.728
2,9.599,54.404,3,9.712,54.511,4,9.692,54.710,1,9.673,54.401
3,9.609,1:04.012,2,9.441,1:03.951,4,9.396,1:04.106,1,9.173,1:03.574
3,9.271,1:13.282,2,9.049,1:13.000,4,9.522,1:13.627,1,9.254,1:12.828
3,9.521,1:22.802,2,9.603,1:22.603,4,10.096,1:23.723,1,9.514,1:22.342
3,10.16,1:32.960,2,9.77,1:32.370,4,11.00,1:34.717,1,9.89,1:32.224
