MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,DOAK Rikki POSITION,DOAK Rikki LAP TIME,DOAK Rikki ELAPSED TIME,DAUDET Gwendoline POSITION,DAUDET Gwendoline LAP TIME,DAUDET Gwendoline ELAPSED TIME
2,7.29,7.29,1,7.27,7.27,3,7.64,7.64
2,9.55,16.84,1,9.41,16.68,3,9.62,17.26
2,8.89,25.73,1,8.77,25.45,3,9.12,26.38
2,8.90,34.63,1,9.00,34.45,3,9.48,35.86
1,9.26,43.89,2,10.21,44.661,3,9.95,45.811
