PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME
3,16.470,16.470,1,16.390,16.390,2,16.410,16.410,4,16.600,16.600
1,14.230,30.700,1,14.310,30.700,3,14.340,30.750,4,14.300,30.910
1,11.790,42.500,2,11.930,42.630,3,11.970,42.720,4,11.880,42.790
1,11.340,53.840,4,11.460,54.090,2,11.250,53.980,3,11.300,54.090
1,10.280,1:04.120,3,10.320,1:04.420,2,10.360,1:04.340,4,10.480,1:04.580
1,10.340,1:14.460,2,10.280,1:14.700,3,10.410,1:14.750,4,10.480,1:15.060
1,10.510,1:24.980,2,10.390,1:25.100,3,10.470,1:25.220,4,10.790,1:25.860
1,10.490,1:35.480,2,10.560,1:35.660,3,10.490,1:35.710,4,11.140,1:37.010
1,10.670,1:46.150,3,10.570,1:46.230,2,10.510,1:46.230,4,11.960,1:48.970
