KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME
2,13.87,13.87,1,13.73,13.73,3,13.89,13.89,4,14.06,14.06
3,10.62,24.49,1,10.49,24.22,2,10.47,24.36,4,10.55,24.61
3,10.64,35.13,1,10.62,34.84,2,10.63,34.99,4,10.63,35.24
3,10.39,45.52,1,10.39,45.23,2,10.36,45.35,4,10.36,45.60
3,10.35,55.87,1,10.39,55.62,2,10.42,55.77,4,10.28,55.88
4,10.00,1:05.87,1,9.87,1:05.49,2,9.85,1:05.62,3,9.83,1:05.71
4,9.42,1:15.29,1,9.60,1:15.09,2,9.51,1:15.13,3,9.53,1:15.24
4,9.42,1:24.71,1,9.39,1:24.48,2,9.49,1:24.62,3,9.43,1:24.67
4,9.63,1:34.340,1,9.62,1:34.097,2,9.56,1:34.180,3,9.59,1:34.257
