Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME
1,7.00,7.00,3,7.31,7.31,2,7.15,7.15,4,7.49,7.49,6,8.06,8.06,5,7.68,7.68
1,9.32,16.32,3,9.32,16.63,2,9.33,16.48,4,9.18,16.67,6,9.77,17.83,5,9.28,16.96
1,8.83,25.15,3,8.91,25.54,2,8.83,25.31,4,9.05,25.72,6,9.34,27.17,5,8.83,25.79
1,8.88,34.03,3,8.86,34.40,2,8.90,34.21,4,8.90,34.62,6,9.32,36.49,5,8.97,34.76
1,9.11,43.207,3,9.00,43.394,2,9.04,43.253,4,8.94,43.553,6,9.54,46.019,5,8.99,43.750
