Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
1,7.42,7.42,2,7.55,7.55,3,7.61,7.61,4,7.84,7.84
1,9.52,16.94,2,9.51,17.06,3,9.64,17.25,4,9.64,17.48
1,8.89,25.83,2,8.86,25.92,3,9.06,26.31,4,9.12,26.60
1,9.03,34.86,2,9.02,34.94,3,9.37,35.68,4,9.29,35.89
1,9.20,44.052,2,9.23,44.163,3,9.56,45.232,4,9.41,45.293
