KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,V Gundmi RAGHAVENDRA POSITION,V Gundmi RAGHAVENDRA LAP TIME,V Gundmi RAGHAVENDRA ELAPSED TIME
3,14.32,14.32,4,14.34,14.34,2,13.92,13.92,1,13.62,13.62,5,14.71,14.71
3,10.08,24.40,4,10.67,25.01,1,10.29,24.21,2,10.67,24.29,5,10.49,25.20
3,10.25,34.65,4,10.24,35.25,2,10.21,34.42,1,10.12,34.41,5,10.23,35.43
3,9.39,44.04,4,9.90,45.15,2,9.51,43.93,1,9.35,43.76,5,10.16,45.59
3,9.17,53.21,4,10.09,55.24,1,9.08,53.01,2,9.28,53.04,5,10.62,56.21
3,8.79,1:02.00,4,10.26,1:05.50,1,8.63,1:01.64,2,8.79,1:01.83,5,11.37,1:07.58
3,8.65,1:10.65,4,10.43,1:15.93,1,8.62,1:10.26,2,8.71,1:10.54,5,12.21,1:19.79
3,8.75,1:19.40,4,10.58,1:26.51,1,8.63,1:18.89,2,8.85,1:19.39,5,11.85,1:31.64
3,9.15,1:28.548,4,10.55,1:37.053,1,8.86,1:27.741,2,9.05,1:28.434,5,11.57,1:43.204
