BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME
1,7.21,7.21,2,7.36,7.36,3,7.54,7.54,4,7.73,7.73,5,7.84,7.84
1,9.22,16.43,2,9.47,16.83,3,9.34,16.88,4,9.30,17.03,5,9.32,17.16
1,8.76,25.19,3,9.07,25.90,2,8.93,25.81,4,8.94,25.97,5,8.91,26.07
1,8.99,34.18,5,9.42,35.32,2,9.18,34.99,3,9.12,35.09,4,9.11,35.18
1,9.29,43.47,5,10.93,46.257,2,9.32,44.31,3,9.36,44.45,4,9.50,44.68
