Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Gabriella HACHEM POSITION,Gabriella HACHEM LAP TIME,Gabriella HACHEM ELAPSED TIME,Marina LUKANOVA POSITION,Marina LUKANOVA LAP TIME,Marina LUKANOVA ELAPSED TIME,BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME
1,7.39,7.39,3,7.71,7.71,4,8.02,8.02,5,8.50,8.50,2,7.53,7.53
1,9.70,17.09,3,9.83,17.54,4,10.09,18.11,5,10.79,19.29,2,9.72,17.25
1,9.32,26.41,3,9.39,26.93,4,9.79,27.90,5,10.31,29.60,2,9.32,26.57
1,9.40,35.81,3,9.50,36.43,4,9.94,37.84,5,11.01,40.61,2,9.45,36.02
1,9.54,45.35,3,9.83,46.26,4,10.20,48.04,5,11.67,52.28,2,9.65,45.67
