BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
4,18.56,18.56,3,13.49,13.49,2,12.97,12.97,1,12.68,12.68
4,9.66,28.22,3,9.64,23.13,2,10.01,22.98,1,10.21,22.89
4,9.44,37.66,3,10.46,33.59,2,10.47,33.45,1,10.43,33.32
4,9.13,46.79,3,10.45,44.04,2,10.43,43.88,1,10.42,43.74
4,9.11,55.90,3,9.81,53.85,2,9.85,53.73,1,9.87,53.61
4,9.17,1:05.07,3,9.31,1:03.16,2,9.31,1:03.04,1,9.33,1:02.94
4,9.36,1:14.43,3,9.11,1:12.27,2,9.17,1:12.21,1,9.15,1:12.09
4,9.79,1:24.22,2,9.17,1:21.44,3,9.27,1:21.48,1,9.26,1:21.35
4,12.38,1:36.593,2,9.35,1:30.787,3,9.71,1:31.188,1,9.40,1:30.746
