AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME
1,6.96,6.96,2,7.13,7.13,3,7.28,7.28,4,7.69,7.69
1,9.06,16.02,2,9.13,16.26,3,9.06,16.34,4,9.59,17.28
1,8.60,24.62,2,8.67,24.93,3,8.67,25.01,4,9.21,26.49
1,8.84,33.46,2,8.70,33.63,3,8.75,33.76,4,9.39,35.88
1,8.94,42.40,2,8.80,42.43,3,8.73,42.476,4,9.81,45.669
