BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
4,7.84,7.84,2,7.62,7.62,1,7.39,7.39,3,7.67,7.67,5,8.03,8.03
4,9.68,17.52,2,9.48,17.10,1,9.38,16.77,3,9.65,17.32,5,9.84,17.87
4,8.90,26.42,2,9.00,26.10,1,8.89,25.66,3,8.86,26.18,5,9.47,27.34
4,9.11,35.53,2,9.14,35.24,1,9.14,34.80,3,9.14,35.32,5,9.57,36.91
4,9.44,44.97,3,9.37,44.61,1,9.40,44.20,2,9.24,44.56,5,9.81,46.72
