Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME
1,7.03,7.03,2,7.10,7.10,3,7.25,7.25,4,7.56,7.56,5,7.65,7.65
1,9.10,16.13,2,9.11,16.21,3,9.08,16.33,5,9.30,16.86,4,9.17,16.82
1,8.59,24.72,2,8.62,24.83,3,8.60,24.93,5,8.78,25.64,4,8.61,25.43
1,8.80,33.52,2,8.78,33.61,3,8.78,33.71,5,9.01,34.65,4,8.66,34.09
0,9.00,42.52,0,9.00,42.61,3,8.99,42.70,5,9.46,44.115,4,8.80,42.898
