LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
2,13.46,13.46,1,13.40,13.40,3,13.61,13.61,4,13.74,13.74
1,9.98,23.44,3,10.31,23.71,2,10.06,23.67,4,10.13,23.87
1,9.93,33.37,4,9.95,33.66,2,9.71,33.38,3,9.62,33.49
1,9.68,43.05,4,9.60,43.26,2,9.70,43.08,3,9.60,43.09
1,9.98,53.03,4,10.01,53.27,3,10.03,53.11,2,10.02,53.11
1,9.72,1:02.75,4,9.87,1:03.14,2,9.69,1:02.80,3,9.76,1:02.87
1,9.48,1:12.23,4,9.75,1:12.89,2,9.66,1:12.46,3,9.89,1:12.76
1,9.51,1:21.74,4,9.90,1:22.79,2,9.57,1:22.03,3,9.91,1:22.67
1,10.00,1:31.739,4,10.28,1:33.063,2,9.86,1:31.882,3,10.06,1:32.729
