Jade WHEELER POSITION,Jade WHEELER LAP TIME,Jade WHEELER ELAPSED TIME,YAO Yao POSITION,YAO Yao LAP TIME,YAO Yao ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME
2,7.727,7.727,1,7.435,7.435,3,7.758,7.758,4,7.776,7.776
4,10.094,17.821,2,9.849,17.284,1,9.238,16.995,3,9.751,17.526
4,9.504,27.324,2,9.621,26.905,1,9.720,26.715,3,9.495,27.020
4,9.831,37.154,1,9.558,36.463,2,9.867,36.581,3,9.741,36.761
4,9.53,46.677,2,10.14,46.603,1,9.98,46.558,3,9.91,46.668
