Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
1,7.17,7.17,2,7.32,7.32,3,7.58,7.58,4,7.81,7.81
1,9.24,16.41,2,9.18,16.50,3,9.34,16.92,4,9.43,17.24
1,8.67,25.08,2,8.76,25.26,3,8.91,25.83,4,8.90,26.14
1,8.88,33.96,2,8.90,34.16,3,9.04,34.87,4,8.95,35.09
1,9.02,42.98,2,9.10,43.26,3,9.28,44.126,4,9.09,44.160
